source,unit,location_name,location_type,variable_name,variable_desc,collected_on,value,medium
CO School of Mines,,PUMPHOUSE,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CLAASS,Plecoptera Perlidae Claassenia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,SKWALA,Plecoptera Perlodidae Skwala,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HESPERO,Plecoptera Perlidae Hesperoperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CHLORO,Plecoptera,2013-05-11 07:00:00,5.0,water
CO School of Mines,,PUMPHOUSE,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2013-05-11 07:00:00,2.2,water
CO School of Mines,,PUMPHOUSE,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LEUCSP,Plecoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PERLOD,Plecoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,MEGSIG,Plecoptera Perlodidae Megarcys,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DIUKNO,Plecoptera Perlodidae Diura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,UTACAP,Plecoptera Capniidae Utacapnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,MICRAS,Trichoptera Brachycentridae Micrasema,2013-05-11 07:00:00,0.2,water
CO School of Mines,,PUMPHOUSE,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2013-05-11 07:00:00,1.0,water
CO School of Mines,,PUMPHOUSE,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2013-05-11 07:00:00,0.6,water
CO School of Mines,,PUMPHOUSE,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,GLOSSO,Trichoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2013-05-11 07:00:00,7.8,water
CO School of Mines,,PUMPHOUSE,station,ALLOYM,Trichoptera Apataniidae Allomyia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,NEOTRH,Trichoptera Uenoidae Neothremma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LIMNEPH,Trichoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2013-05-11 07:00:00,38.0,water
CO School of Mines,,PUMPHOUSE,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2013-05-11 07:00:00,15.0,water
CO School of Mines,,PUMPHOUSE,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CHIROD,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ATHERIX,Diptera Athericidae Atherix,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2013-05-11 07:00:00,1.2,water
CO School of Mines,,PUMPHOUSE,station,CLINOC,Diptera Empididae Clinocera,2013-05-11 07:00:00,1.2,water
CO School of Mines,,PUMPHOUSE,station,CHELIF,Diptera Empididae Chelifera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CERATO,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PERICO,Diptera Psychodidae Pericoma,2013-05-11 07:00:00,7.2,water
CO School of Mines,,PUMPHOUSE,station,SIMULD,Diptera Simuliidae Simulium,2013-05-11 07:00:00,2.0,water
CO School of Mines,,PUMPHOUSE,station,ANTOCH,Diptera Tipulidae Antocha,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DICRAN,Diptera Tipulidae Dicranota,2013-05-11 07:00:00,3.4,water
CO School of Mines,,PUMPHOUSE,station,HEXATO,Diptera Tipulidae Hexatoma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,TIPULA,Diptera Tipulidae Tipula,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HESPER,Diptera Tipulidae Hesperoconopa,2013-05-11 07:00:00,0.2,water
CO School of Mines,,PUMPHOUSE,station,NEOPLA,Diptera Empididae Neoplasta,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,WIEDEM,Diptera Empididae Wiedemannia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,RHABDO,Diptera Tipulidae Rhabdomastix,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PROTAN,Diptera Tanyderidae Protanyderus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,EMPIDID,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HEMERO,Diptera Empididae Hemerodromia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LIMNOP,Diptera Tipulidae Limnophila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ORMOSIA,Diptera Tipulidae Ormosia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,MUSCID,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HETCOR,Coleoptera Elmidae Heterlimnius,2013-05-11 07:00:00,11.8,water
CO School of Mines,,PUMPHOUSE,station,NARPUS,Coleoptera Elmidae Narpus,2013-05-11 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HYDRAC,Trombidiformes,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DYTISC,Coleoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,OLIGOC,Oligochaeta (subclass),2013-05-11 07:00:00,1.8,water
CO School of Mines,,PUMPHOUSE,station,POLYCE,Tricladida Planariidae Polycelis,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,NEMATO,Nematoda (phylum),2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,COLLUM,Collembola (subclass),2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ISOPOD,Isopoda,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PETROPH,Lepidoptera Crambidae Petrophila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,Total,Total number of individuals per replicate,2013-05-11 07:00:00,207.0,water
CO School of Mines,,PUMPHOUSE,station,Taxa,Number of taxa per replicate,2013-05-11 07:00:00,22.6,water
CO School of Mines,,PUMPHOUSE,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2013-05-11 07:00:00,124.0,water
CO School of Mines,,PUMPHOUSE,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2013-05-11 07:00:00,14.4,water
CO School of Mines,,PUMPHOUSE,station,Avg Total ,Avg Total number of individuals per site,2013-05-11 07:00:00,207.0,water
CO School of Mines,,PUMPHOUSE,station,Avg Taxa Rich,Avg Number of taxa per site,2013-05-11 07:00:00,23.0,water
CO School of Mines,,PUMPHOUSE,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2013-05-11 07:00:00,124.0,water
CO School of Mines,,PUMPHOUSE,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2013-05-11 07:00:00,14.0,water
CO School of Mines,,RIVIERA,station,ACENTR,Ephemeroptera Baetidae Acentrella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BAETIS,Ephemeroptera Baetidae Baetis,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,AMELT,Ephemeroptera Ameletidae Ameletus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEPTAG,Ephemeroptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CAPNIA,Plecoptera Capniidae Capnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ZAPADA,Plecoptera Nemouridae Zapada,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CLAASS,Plecoptera Perlidae Claassenia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SKWALA,Plecoptera Perlodidae Skwala,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HESPERO,Plecoptera Perlidae Hesperoperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHLORO,Plecoptera,2013-05-11 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LEUCSP,Plecoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PERLOD,Plecoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MEGSIG,Plecoptera Perlodidae Megarcys,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DIUKNO,Plecoptera Perlodidae Diura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,UTACAP,Plecoptera Capniidae Utacapnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MICRAS,Trichoptera Brachycentridae Micrasema,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,GLOSSO,Trichoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2013-05-11 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,ALLOYM,Trichoptera Apataniidae Allomyia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEOTRH,Trichoptera Uenoidae Neothremma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LIMNEPH,Trichoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2013-05-11 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2013-05-11 07:00:00,2.4,water
CO School of Mines,,RIVIERA,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHIROD,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ATHERIX,Diptera Athericidae Atherix,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CLINOC,Diptera Empididae Clinocera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHELIF,Diptera Empididae Chelifera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CERATO,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PERICO,Diptera Psychodidae Pericoma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SIMULD,Diptera Simuliidae Simulium,2013-05-11 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,ANTOCH,Diptera Tipulidae Antocha,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DICRAN,Diptera Tipulidae Dicranota,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEXATO,Diptera Tipulidae Hexatoma,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TIPULA,Diptera Tipulidae Tipula,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HESPER,Diptera Tipulidae Hesperoconopa,2013-05-11 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,NEOPLA,Diptera Empididae Neoplasta,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,WIEDEM,Diptera Empididae Wiedemannia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,RHABDO,Diptera Tipulidae Rhabdomastix,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PROTAN,Diptera Tanyderidae Protanyderus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EMPIDID,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEMERO,Diptera Empididae Hemerodromia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LIMNOP,Diptera Tipulidae Limnophila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ORMOSIA,Diptera Tipulidae Ormosia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MUSCID,Diptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HETCOR,Coleoptera Elmidae Heterlimnius,2013-05-11 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,NARPUS,Coleoptera Elmidae Narpus,2013-05-11 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDRAC,Trombidiformes,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DYTISC,Coleoptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,OLIGOC,Oligochaeta (subclass),2013-05-11 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,POLYCE,Tricladida Planariidae Polycelis,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEMATO,Nematoda (phylum),2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,COLLUM,Collembola (subclass),2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ISOPOD,Isopoda,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PETROPH,Lepidoptera Crambidae Petrophila,2013-05-11 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,Total,Total number of individuals per replicate,2013-05-11 07:00:00,4.4,water
CO School of Mines,,RIVIERA,station,Taxa,Number of taxa per replicate,2013-05-11 07:00:00,2.8,water
CO School of Mines,,RIVIERA,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2013-05-11 07:00:00,0.6,water
CO School of Mines,,RIVIERA,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2013-05-11 07:00:00,0.6,water
CO School of Mines,,RIVIERA,station,Avg Total ,Avg Total number of individuals per site,2013-05-11 07:00:00,4.0,water
CO School of Mines,,RIVIERA,station,Avg Taxa Rich,Avg Number of taxa per site,2013-05-11 07:00:00,3.0,water
CO School of Mines,,RIVIERA,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2013-05-11 07:00:00,1.0,water
CO School of Mines,,RIVIERA,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2013-05-11 07:00:00,1.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ACENTR,Ephemeroptera Baetidae Acentrella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,BAETIS,Ephemeroptera Baetidae Baetis,2013-05-11 07:00:00,0.2,water
CO School of Mines,,ABOVE_RUSSEL,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,AMELT,Ephemeroptera Ameletidae Ameletus,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HEPTAG,Ephemeroptera,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CAPNIA,Plecoptera Capniidae Capnia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2013-05-11 07:00:00,0.4,water
CO School of Mines,,ABOVE_RUSSEL,station,ZAPADA,Plecoptera Nemouridae Zapada,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CLAASS,Plecoptera Perlidae Claassenia,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SKWALA,Plecoptera Perlodidae Skwala,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HESPERO,Plecoptera Perlidae Hesperoperla,2013-05-11 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CHLORO,Plecoptera,2013-05-11 07:00:00,0.2,water
