source,unit,location_name,location_type,variable_name,variable_desc,collected_on,value,medium
CO School of Mines,,GAUGE,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2017-07-19 07:00:00,4.2,water
CO School of Mines,,GAUGE,station,Avg Total ,Avg Total number of individuals per site,2017-07-19 07:00:00,198.0,water
CO School of Mines,,GAUGE,station,Avg Taxa Rich,Avg Number of taxa per site,2017-07-19 07:00:00,9.0,water
CO School of Mines,,GAUGE,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2017-07-19 07:00:00,169.0,water
CO School of Mines,,GAUGE,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2017-07-19 07:00:00,4.0,water
CO School of Mines,,PUMPHOUSE,station,ACENTR,Ephemeroptera Baetidae Acentrella,2017-08-17 07:00:00,1.4,water
CO School of Mines,,PUMPHOUSE,station,BAETIS,Ephemeroptera Baetidae Baetis,2017-08-17 07:00:00,155.8,water
CO School of Mines,,PUMPHOUSE,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2017-08-17 07:00:00,0.6,water
CO School of Mines,,PUMPHOUSE,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2017-08-17 07:00:00,12.4,water
CO School of Mines,,PUMPHOUSE,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2017-08-17 07:00:00,0.6,water
CO School of Mines,,PUMPHOUSE,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2017-08-17 07:00:00,2.2,water
CO School of Mines,,PUMPHOUSE,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2017-08-17 07:00:00,2.6,water
CO School of Mines,,PUMPHOUSE,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2017-08-17 07:00:00,7.0,water
CO School of Mines,,PUMPHOUSE,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2017-08-17 07:00:00,18.4,water
CO School of Mines,,PUMPHOUSE,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2017-08-17 07:00:00,1.2,water
CO School of Mines,,PUMPHOUSE,station,AMELT,Ephemeroptera Ameletidae Ameletus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HEPTAG,Ephemeroptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2017-08-17 07:00:00,3.4,water
CO School of Mines,,PUMPHOUSE,station,CAPNIA,Plecoptera Capniidae Capnia,2017-08-17 07:00:00,1.0,water
CO School of Mines,,PUMPHOUSE,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ZAPADA,Plecoptera Nemouridae Zapada,2017-08-17 07:00:00,17.6,water
CO School of Mines,,PUMPHOUSE,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2017-08-17 07:00:00,24.0,water
CO School of Mines,,PUMPHOUSE,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CLAASS,Plecoptera Perlidae Claassenia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,SKWALA,Plecoptera Perlodidae Skwala,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HESPERO,Plecoptera Perlidae Hesperoperla,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CHLORO,Plecoptera,2017-08-17 07:00:00,25.4,water
CO School of Mines,,PUMPHOUSE,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2017-08-17 07:00:00,11.2,water
CO School of Mines,,PUMPHOUSE,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LEUCSP,Plecoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PERLOD,Plecoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2017-08-17 07:00:00,0.8,water
CO School of Mines,,PUMPHOUSE,station,MEGSIG,Plecoptera Perlodidae Megarcys,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DIUKNO,Plecoptera Perlodidae Diura,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,UTACAP,Plecoptera Capniidae Utacapnia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,MICRAS,Trichoptera Brachycentridae Micrasema,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2017-08-17 07:00:00,18.4,water
CO School of Mines,,PUMPHOUSE,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2017-08-17 07:00:00,0.2,water
CO School of Mines,,PUMPHOUSE,station,GLOSSO,Trichoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2017-08-17 07:00:00,20.8,water
CO School of Mines,,PUMPHOUSE,station,ALLOYM,Trichoptera Apataniidae Allomyia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,NEOTRH,Trichoptera Uenoidae Neothremma,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LIMNEPH,Trichoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2017-08-17 07:00:00,22.2,water
CO School of Mines,,PUMPHOUSE,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2017-08-17 07:00:00,66.6,water
CO School of Mines,,PUMPHOUSE,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2017-08-17 07:00:00,2.2,water
CO School of Mines,,PUMPHOUSE,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2017-08-17 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,CHIROD,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ATHERIX,Diptera Athericidae Atherix,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2017-08-17 07:00:00,0.8,water
CO School of Mines,,PUMPHOUSE,station,CLINOC,Diptera Empididae Clinocera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CHELIF,Diptera Empididae Chelifera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,CERATO,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PERICO,Diptera Psychodidae Pericoma,2017-08-17 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,SIMULD,Diptera Simuliidae Simulium,2017-08-17 07:00:00,2.8,water
CO School of Mines,,PUMPHOUSE,station,ANTOCH,Diptera Tipulidae Antocha,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DICRAN,Diptera Tipulidae Dicranota,2017-08-17 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,HEXATO,Diptera Tipulidae Hexatoma,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,TIPULA,Diptera Tipulidae Tipula,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HESPER,Diptera Tipulidae Hesperoconopa,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,NEOPLA,Diptera Empididae Neoplasta,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,WIEDEM,Diptera Empididae Wiedemannia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,RHABDO,Diptera Tipulidae Rhabdomastix,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PROTAN,Diptera Tanyderidae Protanyderus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,EMPIDID,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HEMERO,Diptera Empididae Hemerodromia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,LIMNOP,Diptera Tipulidae Limnophila,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ORMOSIA,Diptera Tipulidae Ormosia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2017-08-17 07:00:00,0.4,water
CO School of Mines,,PUMPHOUSE,station,MUSCID,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HETCOR,Coleoptera Elmidae Heterlimnius,2017-08-17 07:00:00,43.6,water
CO School of Mines,,PUMPHOUSE,station,NARPUS,Coleoptera Elmidae Narpus,2017-08-17 07:00:00,1.6,water
CO School of Mines,,PUMPHOUSE,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,HYDRAC,Trombidiformes,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,DYTISC,Coleoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,OLIGOC,Oligochaeta (subclass),2017-08-17 07:00:00,24.6,water
CO School of Mines,,PUMPHOUSE,station,POLYCE,Tricladida Planariidae Polycelis,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,NEMATO,Nematoda (phylum),2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,COLLUM,Collembola (subclass),2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,ISOPOD,Isopoda,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,PETROPH,Lepidoptera Crambidae Petrophila,2017-08-17 07:00:00,0.0,water
CO School of Mines,,PUMPHOUSE,station,Total,Total number of individuals per replicate,2017-08-17 07:00:00,490.2,water
CO School of Mines,,PUMPHOUSE,station,Taxa,Number of taxa per replicate,2017-08-17 07:00:00,21.2,water
CO School of Mines,,PUMPHOUSE,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2017-08-17 07:00:00,324.0,water
CO School of Mines,,PUMPHOUSE,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2017-08-17 07:00:00,14.2,water
CO School of Mines,,PUMPHOUSE,station,Avg Total ,Avg Total number of individuals per site,2017-08-17 07:00:00,490.0,water
CO School of Mines,,PUMPHOUSE,station,Avg Taxa Rich,Avg Number of taxa per site,2017-08-17 07:00:00,21.0,water
CO School of Mines,,PUMPHOUSE,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2017-08-17 07:00:00,324.0,water
CO School of Mines,,PUMPHOUSE,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2017-08-17 07:00:00,14.0,water
CO School of Mines,,RIVIERA,station,ACENTR,Ephemeroptera Baetidae Acentrella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BAETIS,Ephemeroptera Baetidae Baetis,2017-08-17 07:00:00,3.4,water
CO School of Mines,,RIVIERA,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2017-08-17 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2017-08-17 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,AMELT,Ephemeroptera Ameletidae Ameletus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEPTAG,Ephemeroptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2017-08-17 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,CAPNIA,Plecoptera Capniidae Capnia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ZAPADA,Plecoptera Nemouridae Zapada,2017-08-17 07:00:00,0.6,water
CO School of Mines,,RIVIERA,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2017-08-17 07:00:00,1.0,water
CO School of Mines,,RIVIERA,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CLAASS,Plecoptera Perlidae Claassenia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SKWALA,Plecoptera Perlodidae Skwala,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HESPERO,Plecoptera Perlidae Hesperoperla,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHLORO,Plecoptera,2017-08-17 07:00:00,0.6,water
CO School of Mines,,RIVIERA,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2017-08-17 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LEUCSP,Plecoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PERLOD,Plecoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MEGSIG,Plecoptera Perlodidae Megarcys,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DIUKNO,Plecoptera Perlodidae Diura,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,UTACAP,Plecoptera Capniidae Utacapnia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MICRAS,Trichoptera Brachycentridae Micrasema,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2017-08-17 07:00:00,0.6,water
CO School of Mines,,RIVIERA,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,GLOSSO,Trichoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2017-08-17 07:00:00,1.0,water
CO School of Mines,,RIVIERA,station,ALLOYM,Trichoptera Apataniidae Allomyia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEOTRH,Trichoptera Uenoidae Neothremma,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LIMNEPH,Trichoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2017-08-17 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2017-08-17 07:00:00,4.6,water
CO School of Mines,,RIVIERA,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2017-08-17 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,CHIROD,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ATHERIX,Diptera Athericidae Atherix,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CLINOC,Diptera Empididae Clinocera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHELIF,Diptera Empididae Chelifera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CERATO,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PERICO,Diptera Psychodidae Pericoma,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SIMULD,Diptera Simuliidae Simulium,2017-08-17 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,ANTOCH,Diptera Tipulidae Antocha,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DICRAN,Diptera Tipulidae Dicranota,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEXATO,Diptera Tipulidae Hexatoma,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TIPULA,Diptera Tipulidae Tipula,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HESPER,Diptera Tipulidae Hesperoconopa,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEOPLA,Diptera Empididae Neoplasta,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,WIEDEM,Diptera Empididae Wiedemannia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,RHABDO,Diptera Tipulidae Rhabdomastix,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PROTAN,Diptera Tanyderidae Protanyderus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EMPIDID,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEMERO,Diptera Empididae Hemerodromia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LIMNOP,Diptera Tipulidae Limnophila,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ORMOSIA,Diptera Tipulidae Ormosia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MUSCID,Diptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HETCOR,Coleoptera Elmidae Heterlimnius,2017-08-17 07:00:00,0.8,water
CO School of Mines,,RIVIERA,station,NARPUS,Coleoptera Elmidae Narpus,2017-08-17 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDRAC,Trombidiformes,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DYTISC,Coleoptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,OLIGOC,Oligochaeta (subclass),2017-08-17 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,POLYCE,Tricladida Planariidae Polycelis,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEMATO,Nematoda (phylum),2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,COLLUM,Collembola (subclass),2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ISOPOD,Isopoda,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PETROPH,Lepidoptera Crambidae Petrophila,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,Total,Total number of individuals per replicate,2017-08-17 07:00:00,15.2,water
CO School of Mines,,RIVIERA,station,Taxa,Number of taxa per replicate,2017-08-17 07:00:00,7.4,water
CO School of Mines,,RIVIERA,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2017-08-17 07:00:00,8.6,water
CO School of Mines,,RIVIERA,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2017-08-17 07:00:00,5.0,water
CO School of Mines,,RIVIERA,station,Avg Total ,Avg Total number of individuals per site,2017-08-17 07:00:00,15.0,water
CO School of Mines,,RIVIERA,station,Avg Taxa Rich,Avg Number of taxa per site,2017-08-17 07:00:00,7.0,water
CO School of Mines,,RIVIERA,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2017-08-17 07:00:00,9.0,water
CO School of Mines,,RIVIERA,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2017-08-17 07:00:00,5.0,water
CO School of Mines,,RAIL_LESS,station,ACENTR,Ephemeroptera Baetidae Acentrella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,BAETIS,Ephemeroptera Baetidae Baetis,2017-08-17 07:00:00,4.8,water
CO School of Mines,,RAIL_LESS,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2017-08-17 07:00:00,0.4,water
CO School of Mines,,RAIL_LESS,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,AMELT,Ephemeroptera Ameletidae Ameletus,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,HEPTAG,Ephemeroptera,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,CAPNIA,Plecoptera Capniidae Capnia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,ZAPADA,Plecoptera Nemouridae Zapada,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,CLAASS,Plecoptera Perlidae Claassenia,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,SKWALA,Plecoptera Perlodidae Skwala,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,HESPERO,Plecoptera Perlidae Hesperoperla,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,CHLORO,Plecoptera,2017-08-17 07:00:00,0.2,water
CO School of Mines,,RAIL_LESS,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2017-08-17 07:00:00,0.2,water
CO School of Mines,,RAIL_LESS,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2017-08-17 07:00:00,0.0,water
CO School of Mines,,RAIL_LESS,station,LEUCSP,Plecoptera,2017-08-17 07:00:00,0.0,water
