top5_labid,siteid,stateid,latitude,longitude,colldate,landcover1,landcover2,top5_depth,top5_quartz,top5_tot_k_fs,top5_tot_plag,top5_tot_flds,top5_tot_14a,top5_tot_10a,top5_kaolinit,top5_tot_clay,top5_gibbsite,top5_calcite,top5_dolomite,top5_aragon,top5_tot_carb,top5_analcime,top5_heuland,top5_tot_zeol,top5_gypsum,top5_talc,top5_hornbl,top5_serpent,top5_hematite,top5_goethite,top5_pyroxene,top5_pyrite,top5_other,top5_amorph,top5_ag,top5_al,top5_as,top5_ba,top5_be,top5_bi,top5_c_tot,top5_c_inorg,top5_c_org,top5_ca,top5_cd,top5_ce,top5_co,top5_cr,top5_cs,top5_cu,top5_fe,top5_ga,top5_hg,top5_in,top5_k,top5_la,top5_li,top5_mg,top5_mn,top5_mo,top5_na,top5_nb,top5_ni,top5_p,top5_pb,top5_rb,top5_s,top5_sb,top5_sc,top5_se,top5_sn,top5_sr,top5_te,top5_th,top5_ti,top5_tl,top5_u,top5_v,top5_w,top5_y,top5_zn,geoid,geoid_type
C-328487,12512,SC,33.3358,-79.3307,03/16/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.08,1.6,94,0.3,<0.04,,,,0.05,<0.1,17.6,0.5,4,<5,2,0.19,3.73,0.03,<0.02,0.23,8.2,4,0.03,31,0.32,0.06,4.3,1.6,90,7.5,7.5,0.01,0.09,1.7,0.3,0.4,22.2,<0.1,2.5,0.14,<0.1,0.7,16,0.2,3.5,5,NA,block_group
C-328489,12588,SC,34.703,-79.6417,03/17/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,0.32,0.7,22,0.1,0.05,,,,<0.01,<0.1,13.6,0.2,2,<5,1.2,0.13,0.96,<0.01,<0.02,0.02,5.9,2,<0.01,36,0.12,<0.01,3.2,1.2,110,4.3,2.7,<0.01,0.07,0.9,<0.2,0.3,2.1,<0.1,2.9,0.16,<0.1,0.6,6,0.2,1.9,4,NA,block_group
C-328490,12844,SC,34.4184,-82.798,03/13/09,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.95,1.6,84,0.6,0.08,,,,0.03,<0.1,65.7,1.4,14,<5,7.4,0.98,5.32,0.05,0.02,0.16,29.9,6,0.04,145,0.33,0.01,10.2,5.9,280,16.2,18.9,0.02,0.15,3.8,<0.2,0.9,11.9,<0.1,9.7,0.38,0.2,2.6,25,0.3,7.6,20,NA,block_group
C-328491,12896,SC,33.636,-81.7818,03/13/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.13,7.8,142,0.6,0.34,,,,<0.01,<0.1,133,2,37,<5,15.9,2.74,16.9,0.05,0.07,0.08,67.4,14,0.04,55,1.77,<0.01,14.3,14.7,470,34.8,9.3,0.02,0.7,10.5,0.4,2,101,<0.1,14,0.41,0.1,2.1,70,1.2,6.4,22,NA,block_group
C-323434,24,SD,43.9999,-96.6694,11/20/08,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.82,8.7,612,1.3,0.2,,,,1.03,0.3,61.8,11,43,<5,19.1,2.25,9.49,0.04,0.04,1.57,31.5,21,0.64,901,1.22,0.75,9.5,24.9,930,17.5,78.8,0.07,0.84,6.9,0.5,1.2,137,0.1,7.5,0.24,0.5,1.8,71,1,17.1,70,NA,block_group
C-338578,27,SD,44.2337,-103.7993,06/23/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.68,11.7,449,1.6,0.23,,,,0.45,0.3,55.4,10.2,36,5,14.8,3.03,10.3,0.04,0.05,1.13,24.8,19,0.48,827,1.05,0.29,6.9,14.7,860,14.8,41.5,0.05,0.66,5.5,0.5,1.3,99.8,0.1,7.7,0.18,0.4,2.1,49,2.6,13.9,58,NA,block_group
C-323394,89,SD,45.0624,-98.0856,10/28/08,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.54,7.8,757,1.2,0.16,,,,0.88,0.5,63.1,10.4,41,<5,16.9,1.92,11.2,0.03,0.03,1.53,31.2,16,0.5,2740,1.2,0.89,9.1,28.9,530,15.1,73.5,0.03,0.87,5.9,0.4,1,177,<0.1,6.9,0.21,0.5,1.7,71,0.9,17.4,76,NA,block_group
C-323396,200,SD,44.7545,-97.9949,10/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.31,6.2,630,1.2,0.19,,,,0.81,0.6,55.2,9.3,37,<5,22.3,1.85,10.2,0.02,0.04,1.49,28.4,16,0.48,2350,1.45,0.76,9.1,22.3,740,17.5,68.5,0.05,0.72,5.9,0.7,1.1,156,<0.1,6.2,0.21,0.5,1.7,67,0.9,16,125,NA,block_group
C-338610,203,SD,43.2522,-101.9038,08/12/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.23,5.9,722,1.8,0.22,,,,0.87,0.3,64.6,7.6,24,5,12.5,1.72,13.4,0.02,0.04,1.76,35,23,0.48,451,0.91,1,12.3,11.6,470,18.8,75.9,0.03,0.65,6.2,0.4,1.5,201,<0.1,12,0.23,0.6,3,52,1.3,20.3,60,NA,block_group
C-338570,456,SD,43.3563,-99.5879,08/20/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.8,11.8,575,1.9,0.38,,,,1.24,1.4,58.8,13.9,57,7,29.5,2.89,18.1,0.04,0.06,1.09,32.2,42,0.84,793,2.17,0.45,11.4,34.7,1010,21.9,53.6,0.07,2.77,12,1.9,1.7,114,0.1,10.7,0.25,0.8,2.2,160,1.4,23,114,NA,block_group
C-339461,459,SD,43.8842,-101.1025,10/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.51,8.6,680,1.5,0.3,,,,0.82,0.4,59.3,11.1,49,6,19.8,2.73,14.6,0.04,0.05,1.8,28.3,32,0.84,490,1.34,0.56,10.2,23.8,740,22.4,87.7,0.06,1.01,8.4,0.7,1.4,111,<0.1,10.3,0.28,0.6,2.6,92,1.2,18.7,83,NA,block_group
C-339462,638,SD,45.0654,-100.2865,04/23/09,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.24,7,785,1.2,0.18,,,,0.83,0.2,68.2,8,47,<5,14.5,2.11,11.1,0.02,0.03,1.55,32.9,21,0.64,678,0.97,0.93,8.6,18.8,880,15,77.8,0.05,0.84,5.7,0.4,1.2,174,<0.1,10.1,0.27,0.5,3,63,1,17.2,67,NA,block_group
C-323391,651,SD,44.2976,-102.0905,10/28/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.28,7.6,703,1.5,0.28,,,,0.59,0.4,69.8,11.3,39,<5,17.5,2.36,11.4,0.03,0.05,1.91,35.3,24,0.62,525,1.41,0.76,10.9,17.1,790,20.9,93.7,0.05,0.82,7.5,0.9,1.4,137,0.1,8,0.25,0.5,2.1,73,1.2,20.2,85,NA,block_group
C-323397,712,SD,44.7714,-98.4193,10/20/08,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.87,14.5,737,1.2,0.13,,,,0.92,0.4,54.9,9.9,38,<5,16.5,1.95,9.61,0.06,0.03,1.67,28.2,17,0.53,856,0.89,1.02,8.6,23.3,670,14.5,69.2,0.04,0.79,6.2,0.3,1,197,<0.1,6.2,0.23,0.5,1.5,67,0.8,16.8,70,NA,block_group
C-323398,793,SD,45.4596,-98.7494,10/29/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.82,7.5,690,1.2,0.17,,,,0.77,0.4,58.3,11.6,39,<5,19.1,2.09,10.3,0.04,0.03,1.6,28.7,19,0.52,2130,1.08,0.85,9,28.9,590,15.4,72.9,0.04,0.72,6.8,0.4,1,161,<0.1,6.3,0.24,0.5,1.6,75,0.9,15.7,74,NA,block_group
C-338615,894,SD,45.3112,-102.2093,07/20/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.37,9.9,744,1.5,0.17,,,,0.49,0.2,51.6,11,44,<5,15.6,2.38,13.1,0.02,0.04,1.42,27.5,26,0.52,469,1.28,0.83,9.1,25.9,450,14.9,55.3,0.03,0.99,8,0.5,1.2,123,<0.1,8.3,0.26,0.5,2.3,69,1,18,65,NA,block_group
C-338595,1113,SD,45.657,-97.7487,08/04/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.32,7.7,578,1.3,0.25,,,,0.92,0.5,49.3,16.7,41,<5,20.9,2.03,12.4,0.05,0.05,1.15,25,26,0.66,5570,1.51,0.59,8.4,39,500,16.9,56.1,0.04,1.38,6.9,0.6,1.1,127,<0.1,7.7,0.2,0.4,1.6,109,1.1,15.4,96,NA,block_group
C-338601,1224,SD,43.7001,-98.4509,07/06/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.92,8,640,1.2,0.17,,,,0.71,0.3,53.3,9.9,37,<5,16.7,2,11.9,0.04,0.03,1.76,27.1,25,0.53,1530,0.82,0.95,8.7,26.4,570,15.9,68.5,0.03,0.89,6.7,0.6,1,147,<0.1,9,0.22,0.4,2,67,0.8,15.8,67,NA,block_group
C-338563,1227,SD,44.9365,-101.4297,07/09/09,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.14,5.7,828,1.9,0.15,,,,0.75,0.3,56.5,9.8,38,<5,13.8,2,13.4,0.03,0.04,1.61,29.6,21,0.45,501,0.82,1.2,8.8,14.3,640,14.1,59.5,0.04,0.71,7.2,0.5,1.4,196,<0.1,7.9,0.24,0.4,2,62,1,17.6,66,NA,block_group
C-339463,1662,SD,45.8019,-100.831,08/25/09,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.03,8.7,760,1.2,0.14,,,,0.78,0.2,54.8,9.2,42,<5,16.4,2.19,12.9,0.03,0.03,1.53,26.3,21,0.56,391,0.69,1.12,8,21.6,570,13.6,70.2,0.03,0.78,6.3,0.3,1.1,212,<0.1,8,0.26,0.5,2,63,0.9,14.5,55,NA,block_group
C-338607,1675,SD,43.733,-103.3392,08/17/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.98,8.1,471,1.4,0.24,,,,0.58,0.5,54.5,7.1,32,6,17.1,1.69,10.1,0.03,0.04,1.1,27.1,22,0.42,695,1.88,0.4,8,14.2,590,20,44.2,0.04,0.61,6,0.5,1.2,147,<0.1,9.1,0.19,0.5,2,44,1.2,15.6,59,NA,block_group
C-339464,1736,SD,44.1243,-99.6346,04/20/09,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.17,7.7,811,1.4,0.19,,,,0.82,0.3,64.6,7.4,43,<5,14.6,1.96,10.8,0.02,0.03,1.61,31,22,0.6,491,0.94,0.95,8.5,17.8,920,15.5,71.6,0.05,1.11,5.8,0.4,1.2,183,0.1,9.8,0.26,0.5,2.9,62,1,16.8,67,NA,block_group
C-338597,1928,SD,44.4064,-98.0349,07/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.54,3,604,0.8,0.07,,,,0.72,0.2,29.6,4.7,21,<5,6.4,0.88,8.44,0.01,<0.02,1.45,15.7,10,0.23,641,0.39,1.22,4.3,9.3,310,10.9,48.8,0.02,0.37,3.2,0.2,0.5,184,<0.1,4,0.12,0.3,1.1,31,0.4,9.2,29,NA,block_group
C-323399,2137,SD,45.831,-97.4622,11/04/08,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.81,9.3,547,1.2,0.19,,,,0.96,0.4,62.9,9.6,44,<5,18.8,2.24,10,0.04,0.03,1.41,31.8,22,0.46,1000,1.19,0.79,9.9,25.2,780,16.1,80.7,0.07,0.74,6.5,0.7,1.1,157,<0.1,7.5,0.22,0.6,1.8,84,0.8,17.5,71,NA,block_group
C-338589,2238,SD,45.2263,-103.918,07/13/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.94,12.1,606,1.5,0.27,,,,0.5,0.3,56.8,10.7,35,5,14.6,2.35,12,0.03,0.04,2.07,28.2,24,0.58,557,1.43,0.85,9.6,15.3,670,20.4,79.9,0.05,0.93,6.9,0.5,1.3,101,<0.1,9,0.23,0.4,2.1,64,1.1,17.7,72,NA,block_group
C-323388,2251,SD,44.269,-100.269,10/28/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.05,7.9,758,1.3,0.22,,,,0.69,0.4,75.3,11.3,39,<5,19.4,2.21,10.4,0.03,0.03,1.85,38.4,20,0.6,889,1.07,0.78,7.1,27.8,750,18.8,87.3,0.04,0.61,6.5,1.1,1.1,160,0.1,8.1,0.28,0.5,1.7,84,0.6,19.1,84,NA,block_group
C-338621,2504,SD,43.0396,-99.9267,08/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.37,2.7,653,1.3,0.16,,,,0.98,0.2,51.2,4.6,16,<5,8.5,1.21,11.1,0.01,0.03,1.32,28.6,19,0.43,261,0.49,0.97,8.9,7.8,450,15.5,52.4,0.03,0.48,4.5,<0.2,1.1,206,<0.1,9.3,0.16,0.5,1.9,30,0.8,15.3,39,NA,block_group
C-339466,2686,SD,45.43,-101.7589,08/04/09,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.8,5.7,784,1.3,0.14,,,,0.59,0.3,52.1,9,45,<5,17.5,1.87,11.8,0.02,0.03,1.61,25.1,20,0.39,416,0.93,1.08,8.1,18.2,410,13.1,70.4,0.03,0.83,6.1,0.5,1.1,186,<0.1,7.3,0.29,0.5,2.1,60,0.9,14.1,57,NA,block_group
C-323392,2699,SD,44.4835,-103.28,10/29/08,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.21,11.4,543,1.4,0.2,,,,0.29,0.5,68.4,10.3,38,<5,19.3,2.11,8.84,0.03,0.04,1.69,34.9,21,0.4,458,2.28,0.41,10.8,18.6,620,16.4,83.9,0.04,0.89,6.4,0.6,1.3,101,<0.1,8.5,0.24,0.5,2.3,81,1.1,20,73,NA,block_group
C-323401,2841,SD,45.4486,-99.8428,11/03/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.69,8.7,657,1.2,0.16,,,,0.9,0.3,56.1,9.1,40,<5,15.7,2.06,9.8,0.03,0.04,1.56,29,18,0.57,1480,1.06,0.86,8.1,24.3,670,16,70.8,0.05,0.79,6.1,0.6,1,172,<0.1,6.9,0.2,0.5,1.8,70,0.9,16,63,NA,block_group
C-338582,2942,SD,45.9101,-103.0521,07/16/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.23,9.7,682,1.5,0.3,,,,0.49,0.3,58.2,9,41,6,15.2,2.27,13.6,0.03,0.04,1.6,29.6,27,0.75,563,0.98,0.81,10,16.9,600,19,69.4,0.04,0.97,7.7,0.4,1.6,92.9,<0.1,9.2,0.24,0.5,2.1,62,1.3,16.7,73,NA,block_group
C-323444,2952,SD,44.0768,-97.4309,11/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.29,6.1,593,1.2,0.16,,,,0.92,0.4,49.7,8.9,35,<5,17.7,1.97,8.6,0.04,0.03,1.43,25.5,18,0.49,1980,1.03,0.74,7.9,24.7,720,15.5,65.9,0.07,0.73,5.5,0.4,1,153,<0.1,6.2,0.2,0.5,1.7,67,0.8,13.5,72,NA,block_group
C-323395,3019,SD,44.4267,-103.3848,10/29/08,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.04,10.9,455,1.4,0.25,,,,0.47,0.4,59.4,8.4,32,<5,17.7,2.1,8.93,0.04,0.03,1.41,30.1,23,0.4,529,2.08,0.35,9.7,16,560,17.5,77.6,0.06,0.66,6.1,0.6,1.2,125,<0.1,7.6,0.19,0.5,2,64,1.2,18.3,68,NA,block_group
C-339467,3272,SD,43.4444,-97.59,08/31/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.38,10.1,632,1.3,0.18,,,,0.77,0.3,54.2,9.3,44,<5,16.6,2.18,11.8,0.03,0.04,1.46,26.2,25,0.55,1050,0.85,0.84,7.7,26.5,490,16.6,74.8,0.04,0.89,6.1,0.5,1.1,156,<0.1,8.9,0.23,0.5,2.3,77,0.9,15,63,NA,block_group
C-339468,3275,SD,44.9098,-100.6264,07/08/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.36,9.9,929,1.8,0.4,,,,2.09,0.2,63.5,18.1,64,8,31.7,3.57,16.6,0.06,0.06,1.77,30.5,58,1.23,864,0.9,0.5,11.7,58.3,820,22.1,106,0.06,1.46,10.3,1,1.8,221,0.1,10.7,0.32,0.6,2.3,179,1.5,19.5,124,NA,block_group
C-338627,3528,SD,43.9069,-99.3417,06/29/09,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.46,7.5,778,1.3,0.18,,,,1.05,0.2,61.7,6.9,38,<5,13,1.76,10.6,0.02,0.03,1.59,32.4,22,0.74,437,0.79,1.04,9.2,17.5,930,14.4,56.5,0.04,0.75,5.6,0.4,1.1,163,<0.1,9.6,0.25,0.4,2.4,62,1,17.4,64,NA,block_group
C-339469,3723,SD,43.6022,-100.4974,11/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.08,9,697,1,0.12,,,,0.65,0.4,38.4,4.3,19,<5,10.4,1.42,8.59,0.02,<0.02,1.56,19.7,11,0.27,394,0.86,0.74,5.2,8.8,620,17.2,67.8,0.05,0.55,3.2,0.5,0.7,148,<0.1,6,0.14,0.4,1.6,36,0.6,10.8,45,NA,block_group
C-323402,3865,SD,45.3672,-97.4101,10/27/08,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.38,7.8,492,1.1,0.14,,,,4.78,0.5,49.5,8.9,39,<5,17.1,1.87,9.19,0.03,0.03,1.37,25.5,19,0.83,1050,1.11,0.8,8,25.7,700,13.5,68,0.05,0.8,5.7,0.4,1,183,0.1,5.7,0.18,0.5,1.5,82,0.8,15.8,57,NA,block_group
C-323438,3976,SD,44.375,-97.5319,11/19/08,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.87,3.6,573,0.9,0.11,,,,1.15,0.3,33.4,6.1,22,<5,10.2,1.34,8,0.03,<0.02,1.38,17.6,12,0.4,2000,0.81,1.01,5.1,15.2,610,12.1,54.5,0.05,0.43,3.7,0.3,0.6,184,<0.1,3.9,0.13,0.4,1.1,39,0.5,9.8,46,NA,block_group
C-338614,3979,SD,43.3147,-103.004,08/27/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.1,10,1860,1.8,0.38,,,,0.87,0.2,57.1,12.2,43,7,21.2,2.86,15.5,0.02,0.05,1.54,29.7,37,1,461,1.52,0.53,12,23.8,590,22.6,75.2,0.06,0.91,9.6,0.6,1.7,148,0.1,11.5,0.26,0.6,2.4,96,1.4,19.1,90,NA,block_group
C-338628,4123,SD,43.9332,-104.0175,06/25/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.23,7.1,463,1.2,0.25,,,,0.63,1.4,43.1,8.2,26,<5,13.7,1.2,8.18,0.04,0.03,1.55,21.4,17,0.31,497,2.34,0.43,8.8,9.9,430,28,55.8,0.04,0.69,5.4,0.4,1.5,87.4,<0.1,7.3,0.18,0.5,2.3,40,1,11.1,54,NA,block_group
C-338596,4185,SD,45.5608,-98.2208,08/04/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.22,4.7,686,1,0.12,,,,0.98,0.4,42.4,6.9,34,<5,18.3,1.77,9.47,0.03,0.03,1.71,22.3,17,0.48,709,1.16,1.06,7.1,16.2,1050,17.1,56.1,0.06,0.54,5.5,0.6,1.1,179,<0.1,6.7,0.19,0.4,1.6,50,0.6,13.4,72,NA,block_group
C-339470,4296,SD,43.1117,-98.2764,11/05/09,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.63,11.2,724,1.4,0.21,,,,0.73,0.6,66.6,9.9,43,5,18.7,2.19,12,0.03,0.04,1.78,32.5,22,0.56,955,1.55,0.87,9.2,23.5,670,18.2,79.4,0.04,1.08,6.2,0.7,1.3,162,<0.1,10.1,0.26,0.6,2.8,79,0.9,17.9,92,NA,block_group
C-338622,4299,SD,43.7226,-101.7259,08/26/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.42,23.6,1650,6.2,0.5,,,,0.48,0.3,56.1,15.9,56,5,36.2,9.57,12.7,0.03,0.11,1.25,27.7,21,0.35,416,4.73,0.54,8.8,47,1830,20.2,49.2,0.06,2.75,12.1,1.8,1.3,156,0.2,14.5,0.24,0.4,7.7,169,1,22.9,161,NA,block_group
C-338586,4542,SD,45.6883,-103.4657,07/16/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.59,9.4,668,1.3,0.14,,,,0.68,0.3,49.3,8.9,42,<5,10,1.95,12,0.02,0.03,1.67,25.9,18,0.35,442,1.82,1.23,8.7,17.2,630,15.1,65.9,0.04,0.9,6.8,0.3,1.5,184,<0.1,7.2,0.24,0.4,2.2,55,0.9,15.3,59,NA,block_group
C-338567,4552,SD,43.1469,-99.1233,08/21/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.45,4.8,721,1.3,0.19,,,,0.66,0.3,50.4,7.3,25,<5,12.5,1.45,11.7,0.03,0.03,1.95,28.7,19,0.36,435,0.84,0.93,9.3,12.6,540,18.1,79,0.04,0.71,5.4,0.6,1.1,158,<0.1,8.5,0.2,0.5,2.3,53,0.9,16,51,NA,block_group
C-338608,4734,SD,45.4008,-100.3623,06/10/09,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.68,12.2,681,1.7,0.3,,,,0.57,0.3,60.1,15.2,47,6,25.9,2.87,14.3,0.04,0.05,2.22,31.2,37,0.77,960,1.15,0.75,11.1,31.1,970,21.1,57.1,0.04,1.2,9.5,1.3,1.4,125,<0.1,10,0.28,0.5,2.7,115,1.2,21.2,100,NA,block_group
C-338571,4747,SD,43.7952,-102.196,09/14/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.17,4.1,866,1.6,0.28,,,,1.16,0.4,58.1,5.9,23,5,12.9,1.59,13.2,0.03,0.03,1.34,31.5,26,0.59,618,0.81,0.94,11.2,8.5,540,20.5,50.4,0.04,0.66,6,0.3,1.4,265,<0.1,10.8,0.22,0.6,2.3,43,1.1,18.8,57,NA,block_group
C-338623,4808,SD,44.0012,-99.3378,06/26/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.45,9.1,772,1.1,0.21,,,,1.14,0.4,56.2,7.1,39,<5,13,1.82,10.1,0.03,0.03,1.52,29.4,23,0.67,551,0.99,0.96,9.1,17.5,900,17.1,54.7,0.06,0.92,5.6,0.7,1.3,160,<0.1,8.7,0.24,0.5,2.5,63,1.6,16.9,74,NA,block_group
C-338579,4811,SD,43.5065,-103.5509,07/14/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.1,8.7,512,1.4,0.19,,,,0.53,0.6,50.8,7.6,32,<5,14.7,1.65,10.6,0.02,0.03,1.16,26.7,22,0.49,335,1.36,0.49,9,15.9,610,16.1,49.3,0.04,0.74,5.8,0.5,1.4,91.8,<0.1,8.9,0.21,0.5,2.3,60,1.2,15.4,61,NA,block_group
C-323403,4889,SD,45.0116,-98.9296,10/29/08,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.22,5.3,618,1.1,0.11,,,,0.74,0.2,54.5,6.7,31,<5,11.8,1.51,8.04,0.02,0.03,1.5,28.4,13,0.37,597,0.75,0.99,6.4,13.6,460,13.3,60.4,0.03,0.46,4.9,0.3,0.8,181,<0.1,6.6,0.17,0.4,1.6,48,0.6,13.3,48,NA,block_group
C-338617,4990,SD,45.2257,-102.2784,07/20/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.15,4.9,876,1.2,0.09,,,,0.8,0.2,48.4,8.5,27,<5,9.2,1.7,11.8,0.02,0.03,1.37,25.8,20,0.4,333,0.62,1.45,7.7,19.6,430,12.4,47,0.03,0.68,6.2,0.2,1.1,226,<0.1,6.3,0.25,0.4,1.7,60,0.9,13.1,50,NA,block_group
C-339471,5003,SD,43.0492,-100.8467,11/05/09,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.82,1.9,716,1.1,0.11,,,,1.01,0.1,48,2.5,11,<5,7.3,0.81,9.95,0.01,0.02,1.52,30.7,13,0.2,195,0.42,1.06,6.9,4.3,250,14.4,67.8,0.02,0.33,2.3,<0.2,0.8,281,<0.1,7.3,0.12,0.4,1.9,20,0.6,13.6,25,NA,block_group
C-339472,5320,SD,43.3403,-97.8808,08/31/09,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.64,7.7,616,1.3,0.17,,,,1.01,0.3,53.2,8.6,37,<5,17.7,2.23,11.8,0.03,0.04,1.5,25.8,26,0.62,776,0.74,0.88,7.7,25,540,15.8,72.9,0.04,0.81,6.1,0.4,1.1,158,<0.1,8.6,0.23,0.6,2.1,73,0.8,14.7,57,NA,block_group
C-338564,5323,SD,44.6176,-101.0425,06/15/09,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.66,10.8,812,1.9,0.37,,,,1.95,0.4,60.8,15.7,60,7,28.9,3.39,18.2,0.02,0.06,1.76,32.4,53,1.15,591,1.29,0.72,12.2,38.9,1060,21.2,83.8,0.04,1.56,12.4,1.2,1.8,167,0.1,10.5,0.3,0.6,2.5,141,1.3,23.7,112,NA,block_group
