sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,arsenicRaw,arsenic,arsenicIdentifier,aluminumRaw,aluminum,aluminumIdentifier,bariumRaw,barium,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
C37,C-K-37 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,1.91,1.91,Metalloid,7223.73,7223.73,Post-Transition Metal,112.23,112.23,Alkaline Earth Metal,0.55,0.55,Alkaline Earth Metal,0.09,0.09,Transitional Metal,12.88,12.88,Transitional Metal,325.71,325.71,Transitional Metal,14.14,14.14,Transitional Metal,7.01,7.01,Post-Transition Metal,59.49,59.49,Transitional Metal,50.18,50.18,Transitional Metal,"31.38,-109.83",centroid
C38,C-K-38 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,2.39,2.39,Metalloid,3265.27,3265.27,Post-Transition Metal,178.43,178.43,Alkaline Earth Metal,0.31,0.31,Alkaline Earth Metal,0.54,0.54,Transitional Metal,12.34,12.34,Transitional Metal,248.06,248.06,Transitional Metal,5.34,5.34,Transitional Metal,61.44,61.44,Post-Transition Metal,176.88,176.88,Transitional Metal,70.14,70.14,Transitional Metal,"31.55,-109.93",centroid
C38,C-K-38 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,5.69,5.69,Metalloid,5281.76,5281.76,Post-Transition Metal,267.1,267.1,Alkaline Earth Metal,0.9,0.9,Alkaline Earth Metal,3.49,3.49,Transitional Metal,16.94,16.94,Transitional Metal,446.17,446.17,Transitional Metal,10,10,Transitional Metal,498.85,498.85,Post-Transition Metal,816.5,816.5,Transitional Metal,289.4,289.4,Transitional Metal,"31.55,-109.93",centroid
C40,C-K-40 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,5.31,5.31,Metalloid,3237.14,3237.14,Post-Transition Metal,182.78,182.78,Alkaline Earth Metal,0.2,0.2,Alkaline Earth Metal,3.32,3.32,Transitional Metal,12.41,12.41,Transitional Metal,728.2,728.2,Transitional Metal,5.38,5.38,Transitional Metal,203.06,203.06,Post-Transition Metal,739.3,739.3,Transitional Metal,589.3,589.3,Transitional Metal,"31.38,-109.83",centroid
C40,C-K-40 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,8.19,8.19,Metalloid,4118.63,4118.63,Post-Transition Metal,220.13,220.13,Alkaline Earth Metal,0.59,0.59,Alkaline Earth Metal,3.55,3.55,Transitional Metal,17.34,17.34,Transitional Metal,784.39,784.39,Transitional Metal,7.23,7.23,Transitional Metal,285.49,285.49,Post-Transition Metal,855,855,Transitional Metal,586.71,586.71,Transitional Metal,"31.38,-109.83",centroid
C43,C-K-43 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,4.34,4.34,Metalloid,4082.1,4082.1,Post-Transition Metal,168.44,168.44,Alkaline Earth Metal,0.39,0.39,Alkaline Earth Metal,2.65,2.65,Transitional Metal,14.76,14.76,Transitional Metal,504.98,504.98,Transitional Metal,9.24,9.24,Transitional Metal,51.55,51.55,Post-Transition Metal,490.65,490.65,Transitional Metal,211.86,211.86,Transitional Metal,"31.38,-109.83",centroid
C43,C-K-43 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,9.79,9.79,Metalloid,5385.83,5385.83,Post-Transition Metal,189.32,189.32,Alkaline Earth Metal,0.56,0.56,Alkaline Earth Metal,6.3,6.3,Transitional Metal,14.03,14.03,Transitional Metal,1009.53,1009.53,Transitional Metal,8.77,8.77,Transitional Metal,170.36,170.36,Post-Transition Metal,1126.83,1126.83,Transitional Metal,837.17,837.17,Transitional Metal,"31.38,-109.83",centroid
C45,C-K-45 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,5.17,5.17,Metalloid,4557.34,4557.34,Post-Transition Metal,168.6,168.6,Alkaline Earth Metal,0.57,0.57,Alkaline Earth Metal,0.76,0.76,Transitional Metal,15.42,15.42,Transitional Metal,357.26,357.26,Transitional Metal,12.05,12.05,Transitional Metal,27.15,27.15,Post-Transition Metal,259.31,259.31,Transitional Metal,112.88,112.88,Transitional Metal,"31.38,-109.83",centroid
C45,C-K-45 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,5.14,5.14,Metalloid,4643.75,4643.75,Post-Transition Metal,200.67,200.67,Alkaline Earth Metal,0.35,0.35,Alkaline Earth Metal,2.04,2.04,Transitional Metal,17.19,17.19,Transitional Metal,677.29,677.29,Transitional Metal,9.09,9.09,Transitional Metal,181.6,181.6,Post-Transition Metal,509.98,509.98,Transitional Metal,232.46,232.46,Transitional Metal,"31.38,-109.83",centroid
C47,C-K-47 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,2.46,2.46,Metalloid,3237.43,3237.43,Post-Transition Metal,43.61,43.61,Alkaline Earth Metal,0.54,0.54,Alkaline Earth Metal,0.11,0.11,Transitional Metal,12.87,12.87,Transitional Metal,204.38,204.38,Transitional Metal,4.71,4.71,Transitional Metal,6.05,6.05,Post-Transition Metal,41.96,41.96,Transitional Metal,11.54,11.54,Transitional Metal,"32.38,-109.90",centroid
C47,C-K-47 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,1.82,1.82,Metalloid,2916.18,2916.18,Post-Transition Metal,45.88,45.88,Alkaline Earth Metal,0.2,0.2,Alkaline Earth Metal,0.11,0.11,Transitional Metal,11.4,11.4,Transitional Metal,176.22,176.22,Transitional Metal,5.02,5.02,Transitional Metal,6.91,6.91,Post-Transition Metal,28.51,28.51,Transitional Metal,12.93,12.93,Transitional Metal,"32.38,-109.90",centroid
C48,C-K-48 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,2.69,2.69,Metalloid,9224.44,9224.44,Post-Transition Metal,97.96,97.96,Alkaline Earth Metal,0.59,0.59,Alkaline Earth Metal,0.32,0.32,Transitional Metal,6.46,6.46,Transitional Metal,447.2,447.2,Transitional Metal,6.46,6.46,Transitional Metal,10.63,10.63,Post-Transition Metal,78.73,78.73,Transitional Metal,54.08,54.08,Transitional Metal,"32.38,-109.90",centroid
C48,C-K-48 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,4.74,4.74,Metalloid,13745.71,13745.71,Post-Transition Metal,127.96,127.96,Alkaline Earth Metal,0.78,0.78,Alkaline Earth Metal,0.5,0.5,Transitional Metal,7.13,7.13,Transitional Metal,443.64,443.64,Transitional Metal,6.31,6.31,Transitional Metal,17.2,17.2,Post-Transition Metal,57.99,57.99,Transitional Metal,60.32,60.32,Transitional Metal,"32.38,-109.90",centroid
C50,C-K-50 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,1.99,1.99,Metalloid,4477.17,4477.17,Post-Transition Metal,82.51,82.51,Alkaline Earth Metal,0.57,0.57,Alkaline Earth Metal,0.55,0.55,Transitional Metal,17.51,17.51,Transitional Metal,435.5,435.5,Transitional Metal,7.29,7.29,Transitional Metal,19.02,19.02,Post-Transition Metal,168.46,168.46,Transitional Metal,34.86,34.86,Transitional Metal,"31.97,-109.90",centroid
C50,C-K-50 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,2.19,2.19,Metalloid,7594.25,7594.25,Post-Transition Metal,68.91,68.91,Alkaline Earth Metal,1.76,1.76,Alkaline Earth Metal,0.49,0.49,Transitional Metal,15.73,15.73,Transitional Metal,633.87,633.87,Transitional Metal,7.76,7.76,Transitional Metal,18,18,Post-Transition Metal,70.85,70.85,Transitional Metal,20.57,20.57,Transitional Metal,"31.97,-109.90",centroid
C51,C-K-51 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,1.57,1.57,Metalloid,3599.19,3599.19,Post-Transition Metal,92.94,92.94,Alkaline Earth Metal,0.44,0.44,Alkaline Earth Metal,0.36,0.36,Transitional Metal,10.31,10.31,Transitional Metal,367.63,367.63,Transitional Metal,5,5,Transitional Metal,20.83,20.83,Post-Transition Metal,105.9,105.9,Transitional Metal,28.31,28.31,Transitional Metal,"31.55,-109.93",centroid
C51,C-K-51 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,3.37,3.37,Metalloid,4819.54,4819.54,Post-Transition Metal,148.27,148.27,Alkaline Earth Metal,0.59,0.59,Alkaline Earth Metal,0.93,0.93,Transitional Metal,12.62,12.62,Transitional Metal,706.13,706.13,Transitional Metal,7.64,7.64,Transitional Metal,128.17,128.17,Post-Transition Metal,285.6,285.6,Transitional Metal,131.85,131.85,Transitional Metal,"31.55,-109.93",centroid
C53,C-K-53 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,3.17,3.17,Metalloid,4916.76,4916.76,Post-Transition Metal,140.69,140.69,Alkaline Earth Metal,0.34,0.34,Alkaline Earth Metal,0.49,0.49,Transitional Metal,13.93,13.93,Transitional Metal,281.83,281.83,Transitional Metal,6.97,6.97,Transitional Metal,9.78,9.78,Post-Transition Metal,104.79,104.79,Transitional Metal,27.58,27.58,Transitional Metal,"32.21,-110.27",centroid
C53,C-K-53 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,3.51,3.51,Metalloid,6426.69,6426.69,Post-Transition Metal,150.05,150.05,Alkaline Earth Metal,0.5,0.5,Alkaline Earth Metal,0.36,0.36,Transitional Metal,15.49,15.49,Transitional Metal,303.47,303.47,Transitional Metal,6.36,6.36,Transitional Metal,13.41,13.41,Post-Transition Metal,58.53,58.53,Transitional Metal,22.98,22.98,Transitional Metal,"32.21,-110.27",centroid
C55,C-K-55 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,3.94,3.94,Metalloid,7970.86,7970.86,Post-Transition Metal,109.98,109.98,Alkaline Earth Metal,0.89,0.89,Alkaline Earth Metal,0.46,0.46,Transitional Metal,22.57,22.57,Transitional Metal,463.47,463.47,Transitional Metal,13.86,13.86,Transitional Metal,21.17,21.17,Post-Transition Metal,111.86,111.86,Transitional Metal,43.99,43.99,Transitional Metal,"32.21,-109.84",centroid
C56,C-K-56 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,3.62,3.62,Metalloid,10480.99,10480.99,Post-Transition Metal,89.39,89.39,Alkaline Earth Metal,0.64,0.64,Alkaline Earth Metal,0.22,0.22,Transitional Metal,58.17,58.17,Transitional Metal,362.52,362.52,Transitional Metal,26.41,26.41,Transitional Metal,15.71,15.71,Post-Transition Metal,160.66,160.66,Transitional Metal,33.58,33.58,Transitional Metal,"32.21,-109.84",centroid
C56,C-K-56 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,2.69,2.69,Metalloid,7604.18,7604.18,Post-Transition Metal,95.18,95.18,Alkaline Earth Metal,0.25,0.25,Alkaline Earth Metal,0.17,0.17,Transitional Metal,16.55,16.55,Transitional Metal,267.09,267.09,Transitional Metal,10,10,Transitional Metal,12.84,12.84,Post-Transition Metal,55.74,55.74,Transitional Metal,23.04,23.04,Transitional Metal,"32.21,-109.84",centroid
C57,C-K-57 garden A,Cochise,Garden Soil,2015-2016,,mg/kg,,3.81,3.81,Metalloid,7926.84,7926.84,Post-Transition Metal,70.81,70.81,Alkaline Earth Metal,0.29,0.29,Alkaline Earth Metal,0.3,0.3,Transitional Metal,53.37,53.37,Transitional Metal,417.54,417.54,Transitional Metal,24.78,24.78,Transitional Metal,11.91,11.91,Post-Transition Metal,168.15,168.15,Transitional Metal,35.89,35.89,Transitional Metal,"32.21,-109.84",centroid
G01,G-K-1 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,3.33,3.33,Metalloid,7285,7285,Post-Transition Metal,148.29,148.29,Alkaline Earth Metal,1.02,1.02,Alkaline Earth Metal,0.52,0.52,Transitional Metal,11.35,11.35,Transitional Metal,280.64,280.64,Transitional Metal,15.46,15.46,Transitional Metal,16.75,16.75,Post-Transition Metal,70.13,70.13,Transitional Metal,279.4,279.4,Transitional Metal,"33.06,-109.30",centroid
G01,G-K-1 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,9.91,9.91,Metalloid,9248,9248,Post-Transition Metal,234.4,234.4,Alkaline Earth Metal,1.08,1.08,Alkaline Earth Metal,2.23,2.23,Transitional Metal,14.19,14.19,Transitional Metal,487.15,487.15,Transitional Metal,19.21,19.21,Transitional Metal,127.43,127.43,Post-Transition Metal,593.19,593.19,Transitional Metal,1019.11,1019.11,Transitional Metal,"33.06,-109.30",centroid
G03,G-K-3 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,1.97,1.97,Metalloid,6144,6144,Post-Transition Metal,108.28,108.28,Alkaline Earth Metal,0.4,0.4,Alkaline Earth Metal,0.15,0.15,Transitional Metal,9.22,9.22,Transitional Metal,261.8,261.8,Transitional Metal,11.52,11.52,Transitional Metal,9.36,9.36,Post-Transition Metal,170.1,170.1,Transitional Metal,18.61,18.61,Transitional Metal,"32.98,-109.35",centroid
G03,G-K-3 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.47,2.47,Metalloid,6647,6647,Post-Transition Metal,135.7,135.7,Alkaline Earth Metal,0.37,0.37,Alkaline Earth Metal,0.1,0.1,Transitional Metal,11.95,11.95,Transitional Metal,230.83,230.83,Transitional Metal,11.05,11.05,Transitional Metal,7.89,7.89,Post-Transition Metal,32.63,32.63,Transitional Metal,17.31,17.31,Transitional Metal,"32.98,-109.35",centroid
G05,G-K-5 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,2.69,2.69,Metalloid,7957,7957,Post-Transition Metal,172.13,172.13,Alkaline Earth Metal,0.46,0.46,Alkaline Earth Metal,0.34,0.34,Transitional Metal,10.35,10.35,Transitional Metal,429.32,429.32,Transitional Metal,18.79,18.79,Transitional Metal,14.84,14.84,Post-Transition Metal,77.51,77.51,Transitional Metal,29.84,29.84,Transitional Metal,"32.89,-109.15",centroid
G05,G-K-5 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,3.05,3.05,Metalloid,9530,9530,Post-Transition Metal,175.22,175.22,Alkaline Earth Metal,0.83,0.83,Alkaline Earth Metal,0.26,0.26,Transitional Metal,11.98,11.98,Transitional Metal,438.37,438.37,Transitional Metal,20.27,20.27,Transitional Metal,11.37,11.37,Post-Transition Metal,58.36,58.36,Transitional Metal,27.51,27.51,Transitional Metal,"32.89,-109.15",centroid
G10,G-K-10 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,4.35,4.35,Metalloid,17873,17873,Post-Transition Metal,205.33,205.33,Alkaline Earth Metal,0.62,0.62,Alkaline Earth Metal,0.24,0.24,Transitional Metal,16.95,16.95,Transitional Metal,456.89,456.89,Transitional Metal,23.67,23.67,Transitional Metal,11.3,11.3,Post-Transition Metal,58.71,58.71,Transitional Metal,32.2,32.2,Transitional Metal,"32.60,-109.13",centroid
G10,G-K-10 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,4.46,4.46,Metalloid,20701,20701,Post-Transition Metal,243.52,243.52,Alkaline Earth Metal,0.8,0.8,Alkaline Earth Metal,0.17,0.17,Transitional Metal,17.67,17.67,Transitional Metal,447.65,447.65,Transitional Metal,24.08,24.08,Transitional Metal,14,14,Post-Transition Metal,54.9,54.9,Transitional Metal,26,26,Transitional Metal,"32.60,-109.13",centroid
G20,G-K-20 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,3.31,3.31,Metalloid,6769,6769,Post-Transition Metal,145.81,145.81,Alkaline Earth Metal,0.48,0.48,Alkaline Earth Metal,0.44,0.44,Transitional Metal,13.72,13.72,Transitional Metal,267.66,267.66,Transitional Metal,14.24,14.24,Transitional Metal,24.09,24.09,Post-Transition Metal,130.49,130.49,Transitional Metal,52.67,52.67,Transitional Metal,"32.70,-109.12",centroid
G20,G-K-20 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,4.3,4.3,Metalloid,11468,11468,Post-Transition Metal,110.9,110.9,Alkaline Earth Metal,0.52,0.52,Alkaline Earth Metal,0.28,0.28,Transitional Metal,22.72,22.72,Transitional Metal,304.06,304.06,Transitional Metal,18.28,18.28,Transitional Metal,16.77,16.77,Post-Transition Metal,81.7,81.7,Transitional Metal,34.49,34.49,Transitional Metal,"32.70,-109.12",centroid
G21,G-K-21 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,3.77,3.77,Metalloid,6902,6902,Post-Transition Metal,134.24,134.24,Alkaline Earth Metal,0.52,0.52,Alkaline Earth Metal,0.36,0.36,Transitional Metal,14.32,14.32,Transitional Metal,273.71,273.71,Transitional Metal,14.38,14.38,Transitional Metal,27.24,27.24,Post-Transition Metal,896.91,896.91,Transitional Metal,32.61,32.61,Transitional Metal,"32.98,-109.35",centroid
G21,G-K-21 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.49,2.49,Metalloid,6755,6755,Post-Transition Metal,154.31,154.31,Alkaline Earth Metal,0.44,0.44,Alkaline Earth Metal,0.23,0.23,Transitional Metal,10.63,10.63,Transitional Metal,243.63,243.63,Transitional Metal,11.17,11.17,Transitional Metal,27.73,27.73,Post-Transition Metal,68.98,68.98,Transitional Metal,38.26,38.26,Transitional Metal,"32.98,-109.35",centroid
G22,G-K-22 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,4.07,4.07,Metalloid,11209,11209,Post-Transition Metal,168.96,168.96,Alkaline Earth Metal,0.79,0.79,Alkaline Earth Metal,0.2,0.2,Transitional Metal,12.04,12.04,Transitional Metal,367.92,367.92,Transitional Metal,17.81,17.81,Transitional Metal,9.91,9.91,Post-Transition Metal,52.64,52.64,Transitional Metal,26.16,26.16,Transitional Metal,"32.60,-109.13",centroid
G22,G-K-22 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.28,2.28,Metalloid,6441,6441,Post-Transition Metal,137.38,137.38,Alkaline Earth Metal,0.22,0.22,Alkaline Earth Metal,0.15,0.15,Transitional Metal,8.58,8.58,Transitional Metal,310.63,310.63,Transitional Metal,12.84,12.84,Transitional Metal,11.37,11.37,Post-Transition Metal,36.72,36.72,Transitional Metal,20.81,20.81,Transitional Metal,"32.60,-109.13",centroid
G23,G-K-23 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,3.04,3.04,Metalloid,6844,6844,Post-Transition Metal,150.34,150.34,Alkaline Earth Metal,0.54,0.54,Alkaline Earth Metal,0.2,0.2,Transitional Metal,8.86,8.86,Transitional Metal,343.05,343.05,Transitional Metal,12.45,12.45,Transitional Metal,11.15,11.15,Post-Transition Metal,35.15,35.15,Transitional Metal,15.53,15.53,Transitional Metal,"32.60,-109.13",centroid
G24,G-K-24 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,2,2,Metalloid,6661,6661,Post-Transition Metal,124.66,124.66,Alkaline Earth Metal,0.62,0.62,Alkaline Earth Metal,0.14,0.14,Transitional Metal,9.32,9.32,Transitional Metal,244.63,244.63,Transitional Metal,15.01,15.01,Transitional Metal,9.51,9.51,Post-Transition Metal,54.46,54.46,Transitional Metal,22.01,22.01,Transitional Metal,"32.60,-109.13",centroid
G24,G-K-24 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.91,2.91,Metalloid,13257,13257,Post-Transition Metal,225.64,225.64,Alkaline Earth Metal,1.1,1.1,Alkaline Earth Metal,0.1,0.1,Transitional Metal,15.68,15.68,Transitional Metal,285.05,285.05,Transitional Metal,25.02,25.02,Transitional Metal,15.1,15.1,Post-Transition Metal,64.6,64.6,Transitional Metal,42.01,42.01,Transitional Metal,"32.60,-109.13",centroid
G26,G-K-26 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,3.8,3.8,Metalloid,13942,13942,Post-Transition Metal,200.32,200.32,Alkaline Earth Metal,0.91,0.91,Alkaline Earth Metal,0.21,0.21,Transitional Metal,14.47,14.47,Transitional Metal,407.91,407.91,Transitional Metal,20.67,20.67,Transitional Metal,10.83,10.83,Post-Transition Metal,47.37,47.37,Transitional Metal,23.74,23.74,Transitional Metal,"32.60,-109.13",centroid
G26,G-K-26 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.92,2.92,Metalloid,9510,9510,Post-Transition Metal,164.21,164.21,Alkaline Earth Metal,0.89,0.89,Alkaline Earth Metal,0.15,0.15,Transitional Metal,9.26,9.26,Transitional Metal,366.64,366.64,Transitional Metal,16,16,Transitional Metal,10.33,10.33,Post-Transition Metal,31.74,31.74,Transitional Metal,17.5,17.5,Transitional Metal,"32.60,-109.13",centroid
G31,G-K-31 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,1.84,1.84,Metalloid,5312,5312,Post-Transition Metal,111.2,111.2,Alkaline Earth Metal,0.64,0.64,Alkaline Earth Metal,0.34,0.34,Transitional Metal,14.76,14.76,Transitional Metal,297.8,297.8,Transitional Metal,10.55,10.55,Transitional Metal,11.31,11.31,Post-Transition Metal,98.94,98.94,Transitional Metal,46.07,46.07,Transitional Metal,"33.40,-109.26",centroid
G31,G-K-31 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,4.34,4.34,Metalloid,7501,7501,Post-Transition Metal,170.6,170.6,Alkaline Earth Metal,1.02,1.02,Alkaline Earth Metal,0.45,0.45,Transitional Metal,8.93,8.93,Transitional Metal,425.95,425.95,Transitional Metal,11.85,11.85,Transitional Metal,19.2,19.2,Post-Transition Metal,108.75,108.75,Transitional Metal,76.14,76.14,Transitional Metal,"33.40,-109.26",centroid
G32,G-K-32 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,3.69,3.69,Metalloid,7216,7216,Post-Transition Metal,153.51,153.51,Alkaline Earth Metal,0.59,0.59,Alkaline Earth Metal,0.28,0.28,Transitional Metal,10.76,10.76,Transitional Metal,300.65,300.65,Transitional Metal,14.38,14.38,Transitional Metal,18.78,18.78,Post-Transition Metal,121.21,121.21,Transitional Metal,55.01,55.01,Transitional Metal,"33.40,-109.26",centroid
G35,G-K-35 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,2.15,2.15,Metalloid,4169,4169,Post-Transition Metal,82.09,82.09,Alkaline Earth Metal,0.27,0.27,Alkaline Earth Metal,0.25,0.25,Transitional Metal,14.32,14.32,Transitional Metal,222.86,222.86,Transitional Metal,13.77,13.77,Transitional Metal,5.98,5.98,Post-Transition Metal,89.14,89.14,Transitional Metal,62,62,Transitional Metal,"33.05,-109.32",centroid
G35,G-K-35 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,3.68,3.68,Metalloid,6035,6035,Post-Transition Metal,123.86,123.86,Alkaline Earth Metal,0.58,0.58,Alkaline Earth Metal,1.54,1.54,Transitional Metal,13.22,13.22,Transitional Metal,311.08,311.08,Transitional Metal,17.8,17.8,Transitional Metal,35.7,35.7,Post-Transition Metal,221.76,221.76,Transitional Metal,405.01,405.01,Transitional Metal,"33.05,-109.32",centroid
G37,G-K-37 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,3.32,3.32,Metalloid,10044,10044,Post-Transition Metal,201.47,201.47,Alkaline Earth Metal,1.09,1.09,Alkaline Earth Metal,0.36,0.36,Transitional Metal,11.15,11.15,Transitional Metal,594,594,Transitional Metal,12.36,12.36,Transitional Metal,17.23,17.23,Post-Transition Metal,32.71,32.71,Transitional Metal,61.51,61.51,Transitional Metal,"33.40,-109.26",centroid
G41,G-K-41 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,2.34,2.34,Metalloid,6038,6038,Post-Transition Metal,137.55,137.55,Alkaline Earth Metal,0.15,0.15,Alkaline Earth Metal,1.14,1.14,Transitional Metal,9.69,9.69,Transitional Metal,270.95,270.95,Transitional Metal,15.74,15.74,Transitional Metal,36.37,36.37,Post-Transition Metal,122.63,122.63,Transitional Metal,295.76,295.76,Transitional Metal,"33.05,-109.32",centroid
G41,G-K-41 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.44,2.44,Metalloid,8384,8384,Post-Transition Metal,187.18,187.18,Alkaline Earth Metal,0.41,0.41,Alkaline Earth Metal,0.66,0.66,Transitional Metal,11.5,11.5,Transitional Metal,299.15,299.15,Transitional Metal,19.6,19.6,Transitional Metal,18.4,18.4,Post-Transition Metal,76.77,76.77,Transitional Metal,164.74,164.74,Transitional Metal,"33.05,-109.32",centroid
G43,G-K-43 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,2.83,2.83,Metalloid,7936,7936,Post-Transition Metal,174.5,174.5,Alkaline Earth Metal,0.57,0.57,Alkaline Earth Metal,0.26,0.26,Transitional Metal,8.98,8.98,Transitional Metal,492.27,492.27,Transitional Metal,20.17,20.17,Transitional Metal,10.79,10.79,Post-Transition Metal,44.54,44.54,Transitional Metal,28.46,28.46,Transitional Metal,"32.89,-109.15",centroid
G43,G-K-43 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,2.39,2.39,Metalloid,6733,6733,Post-Transition Metal,185.43,185.43,Alkaline Earth Metal,0.64,0.64,Alkaline Earth Metal,0.24,0.24,Transitional Metal,9.23,9.23,Transitional Metal,400.46,400.46,Transitional Metal,16.93,16.93,Transitional Metal,10.88,10.88,Post-Transition Metal,49.46,49.46,Transitional Metal,30.44,30.44,Transitional Metal,"32.89,-109.15",centroid
G45,G-K-45 garden,Greenlee,Garden Soil,2015-2016,,mg/kg,,4.03,4.03,Metalloid,5771,5771,Post-Transition Metal,117.6,117.6,Alkaline Earth Metal,0.36,0.36,Alkaline Earth Metal,0.23,0.23,Transitional Metal,11.85,11.85,Transitional Metal,314.2,314.2,Transitional Metal,14.07,14.07,Transitional Metal,10.22,10.22,Post-Transition Metal,66.32,66.32,Transitional Metal,52.56,52.56,Transitional Metal,"33.40,-109.26",centroid
G45,G-K-45 yard,Greenlee,Yard Soil,2015-2016,,mg/kg,,3.43,3.43,Metalloid,7444,7444,Post-Transition Metal,143.46,143.46,Alkaline Earth Metal,0.92,0.92,Alkaline Earth Metal,0.36,0.36,Transitional Metal,11.2,11.2,Transitional Metal,336.05,336.05,Transitional Metal,17.96,17.96,Transitional Metal,38.61,38.61,Post-Transition Metal,60.26,60.26,Transitional Metal,73.91,73.91,Transitional Metal,"33.40,-109.26",centroid
GS01,GS01Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,45.69,45.69,Metalloid,7044.90,7044.90,Post-Transition Metal,174.88,174.88,Alkaline Earth Metal,0.44,0.44,Alkaline Earth Metal,2.32,2.32,Transitional Metal,23.42,23.42,Transitional Metal,1572.79,1572.79,Transitional Metal,17.95,17.95,Transitional Metal,169.79,169.79,Post-Transition Metal,691.93,691.93,Transitional Metal,852.08,852.08,Transitional Metal,"33.21,-111.66",centroid
GS02,GS02Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,30.65,30.65,Metalloid,7962.96,7962.96,Post-Transition Metal,130.75,130.75,Alkaline Earth Metal,0.41,0.41,Alkaline Earth Metal,1.43,1.43,Transitional Metal,26.36,26.36,Transitional Metal,654.38,654.38,Transitional Metal,17.93,17.93,Transitional Metal,94.95,94.95,Post-Transition Metal,375.91,375.91,Transitional Metal,641.86,641.86,Transitional Metal,"33.29,-111.10",centroid
GS03,GS03Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,8.19,8.19,Metalloid,10827.31,10827.31,Post-Transition Metal,123.02,123.02,Alkaline Earth Metal,0.54,0.54,Alkaline Earth Metal,0.62,0.62,Transitional Metal,23.94,23.94,Transitional Metal,802.19,802.19,Transitional Metal,21.48,21.48,Transitional Metal,45.29,45.29,Post-Transition Metal,205.41,205.41,Transitional Metal,70.49,70.49,Transitional Metal,"33.28,-111.08",centroid
